Language,Type,Modality,Relation,Word,Region
"Kikuyu (Atlantic-Congo, Bantu)",SI,SI,Place,kũ,africa
"Kikuyu (Atlantic-Congo, Bantu)",SI,SI,Source,ha,africa
"Kikuyu (Atlantic-Congo, Bantu)",SI,SI,Source,kũ,africa
"Kikuyu (Atlantic-Congo, Bantu)",SI,SI,Source,kuuma ha,africa
"Kikuyu (Atlantic-Congo, Bantu)",SI,SI,Source,kuuma kũ,africa
"Kikuyu (Atlantic-Congo, Bantu)",SI,SI,Goal,ha,africa
"Kikuyu (Atlantic-Congo, Bantu)",SI,SI,Goal,kũ,africa
"Kikuyu (Atlantic-Congo, Bantu)",D1,place,Place,haha,africa
"Kikuyu (Atlantic-Congo, Bantu)",D1,place,Source,haha,africa
"Kikuyu (Atlantic-Congo, Bantu)",D1,place,Source,kuuma haha,africa
"Kikuyu (Atlantic-Congo, Bantu)",D1,place,Goal,haha,africa
"Kikuyu (Atlantic-Congo, Bantu)",D1 B,place,Place,gũkũ,africa
"Kikuyu (Atlantic-Congo, Bantu)",D1 B,place,Source,gũkũ,africa
"Kikuyu (Atlantic-Congo, Bantu)",D1 B,place,Source,kuuma gũkũ,africa
"Kikuyu (Atlantic-Congo, Bantu)",D1 B,place,Goal,gũkũ,africa
"Kikuyu (Atlantic-Congo, Bantu)",D2,place,Place,haarĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D2,place,Source,haarĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D2,place,Source,kuuma haarĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D2,place,Goal,haarĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D2 B,place,Place,kũũrĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D2 B,place,Source,kũũrĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D2 B,place,Source,kuuma kũũrĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D2 B,place,Goal,kũũrĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D3,place,Place,harĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D3,place,Source,harĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D3,place,Source,kuuma harĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D3,place,Goal,harĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D3 B,place,Place,kũrĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D3 B,place,Source,kũũrĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D3 B,place,Source,kuuma kũrĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D3 B,place,Goal,kũrĩa,africa
"Kikuyu (Atlantic-Congo, Bantu)",D4,place,Place,hau,africa
"Kikuyu (Atlantic-Congo, Bantu)",D4,place,Source,hau,africa
"Kikuyu (Atlantic-Congo, Bantu)",D4,place,Source,kuuma hau,africa
"Kikuyu (Atlantic-Congo, Bantu)",D4,place,Goal,hau,africa
"Kikuyu (Atlantic-Congo, Bantu)",D4 B,place,Place,kũu,africa
"Kikuyu (Atlantic-Congo, Bantu)",D4 B,place,Source,kũu,africa
"Kikuyu (Atlantic-Congo, Bantu)",D4 B,place,Source,kuuma kũu,africa
"Kikuyu (Atlantic-Congo, Bantu)",D4 B,place,Goal,kũu,africa
"	Kabiyé (Atlantic-Congo, Gur)",SI,SI,Place,le,africa
"	Kabiyé (Atlantic-Congo, Gur)",SI,SI,Source,le,africa
"	Kabiyé (Atlantic-Congo, Gur)",SI,SI,Goal,le,africa
"	Kabiyé (Atlantic-Congo, Gur)",D1,place,Place,cɩnɛ,africa
"	Kabiyé (Atlantic-Congo, Gur)",D1,place,Source,cɩnɛ,africa
"	Kabiyé (Atlantic-Congo, Gur)",D1,place,Goal,cɩnɛ,africa
"	Kabiyé (Atlantic-Congo, Gur)",D2,place,Place,peeɖe,africa
"	Kabiyé (Atlantic-Congo, Gur)",D2,place,Source,peeɖe,africa
"	Kabiyé (Atlantic-Congo, Gur)",D2,place,Goal,peeɖe,africa
Balese (Central Sudanic),SI,SI,Place,àiáfú,africa
Balese (Central Sudanic),SI,SI,Place,àfuàni,africa
Balese (Central Sudanic),SI,SI,Place,àiàfuàni,africa
Balese (Central Sudanic),SI,SI,Place,àiádú,africa
Balese (Central Sudanic),SI,SI,Source,àyé,africa
Balese (Central Sudanic),SI,SI,Goal,àyé,africa
Balese (Central Sudanic),D1,place,Place,ràpà,africa
Balese (Central Sudanic),D1,place,Source,ràni,africa
Balese (Central Sudanic),D1,place,Goal,ràni,africa
Balese (Central Sudanic),D2,place,Place,ripà,africa
Balese (Central Sudanic),D2,place,Source,rini,africa
Balese (Central Sudanic),D2,place,Goal,rini,africa
Balese (Central Sudanic),D3,place,Place,rɛpà,africa
Balese (Central Sudanic),D3,place,Source,rɛni,africa
Balese (Central Sudanic),D3,place,Goal,rɛni,africa
"Swahili (Atlantic-Congo, Bantu)",SI,SI,Place,wapi,africa
"Swahili (Atlantic-Congo, Bantu)",SI,SI,Source,wapi,africa
"Swahili (Atlantic-Congo, Bantu)",SI,SI,Source,kutoka wapi,africa
"Swahili (Atlantic-Congo, Bantu)",SI,SI,Goal,wapi,africa
"Swahili (Atlantic-Congo, Bantu)",D1,place,Place,hapa,africa
"Swahili (Atlantic-Congo, Bantu)",D1,place,Source,hapa,africa
"Swahili (Atlantic-Congo, Bantu)",D1,place,Source,kutoka hapa,africa
"Swahili (Atlantic-Congo, Bantu)",D1,place,Goal,hapa,africa
"Swahili (Atlantic-Congo, Bantu)",D1 B,place,Place,huku,africa
"Swahili (Atlantic-Congo, Bantu)",D1 B,place,Source,huku,africa
"Swahili (Atlantic-Congo, Bantu)",D1 B,place,Source,kutoka huku,africa
"Swahili (Atlantic-Congo, Bantu)",D1 B,place,Goal,huku,africa
"Swahili (Atlantic-Congo, Bantu)",D2,place,Place,hapo,africa
"Swahili (Atlantic-Congo, Bantu)",D2,place,Source,hapo,africa
"Swahili (Atlantic-Congo, Bantu)",D2,place,Source,kutoka hapo,africa
"Swahili (Atlantic-Congo, Bantu)",D2,place,Goal,hapo,africa
"Swahili (Atlantic-Congo, Bantu)",D2 B,place,Place,huko,africa
"Swahili (Atlantic-Congo, Bantu)",D2 B,place,Source,huko,africa
"Swahili (Atlantic-Congo, Bantu)",D2 B,place,Source,kutoka huko,africa
"Swahili (Atlantic-Congo, Bantu)",D2 B,place,Goal,huko,africa
"Swahili (Atlantic-Congo, Bantu)",D3,place,Place,pale,africa
"Swahili (Atlantic-Congo, Bantu)",D3,place,Source,pale,africa
"Swahili (Atlantic-Congo, Bantu)",D3,place,Source,kutoka pale,africa
"Swahili (Atlantic-Congo, Bantu)",D3,place,Goal,pale,africa
"Swahili (Atlantic-Congo, Bantu)",D3 B,place,Place,kule,africa
"Swahili (Atlantic-Congo, Bantu)",D3 B,place,Source,kule,africa
"Swahili (Atlantic-Congo, Bantu)",D3 B,place,Source,kutoka kule,africa
"Swahili (Atlantic-Congo, Bantu)",D3 B,place,Goal,kule,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",SI,SI,Place,ǝndek diha,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",SI,SI,Place,ǝndek dihad,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",SI,SI,Place,ǝndekki,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",SI,SI,Source,mi dǝt[],africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",SI,SI,Goal,mi,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",SI,SI,Goal,mis,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",SI,SI,Goal,ǝndek sihas,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D1,place,Place,diha,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D1,place,Source,[]in,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D1,place,Goal,diha,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D1,place,Goal,[]id,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D1,place,Goal,[]dd,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D2,place,Place,dihen,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D2,place,Source,[]id dihen,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D2,place,Goal,dihen,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D2,place,Goal,[]in,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D3,place,Place,siha,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D3,place,Source,[]id siha,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D3,place,Goal,siha,africa
"Tamasheq, Tadraq (Afro-Asiatic, Berber)",D3,place,Goal,[]in,africa
"Ewe (Atlantic-Congo, Gbe)",SI,SI,Place,áfíkà,africa
"Ewe (Atlantic-Congo, Gbe)",SI,SI,Source,afíkà,africa
"Ewe (Atlantic-Congo, Gbe)",SI,SI,Goal,afíka,africa
"Ewe (Atlantic-Congo, Gbe)",D1,place,Place,afi,africa
"Ewe (Atlantic-Congo, Gbe)",D1,place,Place,afisia,africa
"Ewe (Atlantic-Congo, Gbe)",D1,place,Source,afi,africa
"Ewe (Atlantic-Congo, Gbe)",D1,place,Source,afisia,africa
"Ewe (Atlantic-Congo, Gbe)",D1,place,Goal,afi,africa
"Ewe (Atlantic-Congo, Gbe)",D1,place,Goal,afisia,africa
"Ewe (Atlantic-Congo, Gbe)",D2,place,Place,afima,africa
"Ewe (Atlantic-Congo, Gbe)",D2,place,Source,afíma,africa
"Ewe (Atlantic-Congo, Gbe)",D2,place,Goal,afíma,africa
"Somali (Afro-Asiatic, Cushitic)",SI,SI,Place,xaggee,africa
"Somali (Afro-Asiatic, Cushitic)",SI,SI,Place,meeh,africa
"Somali (Afro-Asiatic, Cushitic)",SI,SI,Source,xaggee ka,africa
"Somali (Afro-Asiatic, Cushitic)",SI,SI,Goal,xaggee,africa
"Somali (Afro-Asiatic, Cushitic)",D1,place,Place,halkan,africa
"Somali (Afro-Asiatic, Cushitic)",D1,place,Place,meeshan,africa
"Somali (Afro-Asiatic, Cushitic)",D1,place,Source,halkan ka,africa
"Somali (Afro-Asiatic, Cushitic)",D1,place,Source,meeshan ka,africa
"Somali (Afro-Asiatic, Cushitic)",D1,place,Goal,halkan,africa
"Somali (Afro-Asiatic, Cushitic)",D1,place,Goal,meeshan,africa
"Somali (Afro-Asiatic, Cushitic)",D2,place,Place,halkaas,africa
"Somali (Afro-Asiatic, Cushitic)",D2,place,Place,halkaa,africa
"Somali (Afro-Asiatic, Cushitic)",D2,place,Place,meeshaas,africa
"Somali (Afro-Asiatic, Cushitic)",D2,place,Source,halkaas ka,africa
"Somali (Afro-Asiatic, Cushitic)",D2,place,Source,halkaa ka,africa
"Somali (Afro-Asiatic, Cushitic)",D2,place,Source,meeshaas ka,africa
"Somali (Afro-Asiatic, Cushitic)",D2,place,Goal,halkaas,africa
"Somali (Afro-Asiatic, Cushitic)",D2,place,Goal,halkaa,africa
"Somali (Afro-Asiatic, Cushitic)",D2,place,Goal,meeshaas,africa
Maale (Ta-Ne-Omotic),SI,SI,Place,woka,africa
Maale (Ta-Ne-Omotic),SI,SI,Source,wokáppa,africa
Maale (Ta-Ne-Omotic),SI,SI,Goal,woka,africa
Maale (Ta-Ne-Omotic),SI,SI,Goal,Ɂánko,africa
Maale (Ta-Ne-Omotic),D1,place,Place,haka,africa
Maale (Ta-Ne-Omotic),D1,place,Place,hayika,africa
Maale (Ta-Ne-Omotic),D1,place,Place,haika,africa
Maale (Ta-Ne-Omotic),D1,place,Source,hakáppa,africa
Maale (Ta-Ne-Omotic),D1,place,Source,hayikáppa,africa
Maale (Ta-Ne-Omotic),D1,place,Goal,haka,africa
Maale (Ta-Ne-Omotic),D1,place,Goal,hayika,africa
Maale (Ta-Ne-Omotic),D1,place,Goal,haní,africa
Maale (Ta-Ne-Omotic),D1,place,Goal,hangé,africa
Maale (Ta-Ne-Omotic),D2,place,Place,yeka,africa
Maale (Ta-Ne-Omotic),D2,place,Place,Ɂiika,africa
Maale (Ta-Ne-Omotic),D2,place,Source,yekáppa,africa
Maale (Ta-Ne-Omotic),D2,place,Source,Ɂiikáppa,africa
Maale (Ta-Ne-Omotic),D2,place,Goal,yeka,africa
Maale (Ta-Ne-Omotic),D2,place,Goal,Ɂiika,africa
"Mambay (Atlantic-Congo, Mbumic)",SI,SI,Place,kin,africa
"Mambay (Atlantic-Congo, Mbumic)",SI,SI,Place,kina,africa
"Mambay (Atlantic-Congo, Mbumic)",SI,SI,Source,kin,africa
"Mambay (Atlantic-Congo, Mbumic)",SI,SI,Source,kina,africa
"Mambay (Atlantic-Congo, Mbumic)",SI,SI,Goal,kin,africa
"Mambay (Atlantic-Congo, Mbumic)",SI,SI,Goal,kina,africa
"Mambay (Atlantic-Congo, Mbumic)",D1,place,Place,kǎʾ,africa
"Mambay (Atlantic-Congo, Mbumic)",D1,place,Source,kǎʾ,africa
"Mambay (Atlantic-Congo, Mbumic)",D1,place,Goal,hîn,africa
"Mambay (Atlantic-Congo, Mbumic)",D1,place,Goal,[]ìn,africa
"Mambay (Atlantic-Congo, Mbumic)",D1,place,Goal,[]ǹ,africa
"Mambay (Atlantic-Congo, Mbumic)",D1,place,Goal,hîn kǎʾ,africa
"Mambay (Atlantic-Congo, Mbumic)",D2,place,Place,kôʾ,africa
"Mambay (Atlantic-Congo, Mbumic)",D2,place,Place,kǔ̹ʾ,africa
"Mambay (Atlantic-Congo, Mbumic)",D2,place,Source,kôʾ,africa
"Mambay (Atlantic-Congo, Mbumic)",D2,place,Source,kǔ̹ʾ,africa
"Mambay (Atlantic-Congo, Mbumic)",D2,place,Goal,vòró,africa
"Mambay (Atlantic-Congo, Mbumic)",D2,place,Goal,vè,africa
"Mambay (Atlantic-Congo, Mbumic)",D2,place,Goal,vòró kôʾ,africa
"Mambay (Atlantic-Congo, Mbumic)",D2,place,Goal,vòró kǔ̹ʾ,africa
"Tswana (Atlantic-Congo, Bantu)",SI,SI,Place,kae,africa
"Tswana (Atlantic-Congo, Bantu)",SI,SI,Source,kae,africa
"Tswana (Atlantic-Congo, Bantu)",SI,SI,Goal,kae,africa
"Tswana (Atlantic-Congo, Bantu)",D1,place,Place,fa,africa
"Tswana (Atlantic-Congo, Bantu)",D1,place,Source,fa,africa
"Tswana (Atlantic-Congo, Bantu)",D1,place,Goal,fa,africa
"Tswana (Atlantic-Congo, Bantu)",D2,place,Place,fôo,africa
"Tswana (Atlantic-Congo, Bantu)",D2,place,Place,fông,africa
"Tswana (Atlantic-Congo, Bantu)",D2,place,Place,fao,africa
"Tswana (Atlantic-Congo, Bantu)",D2,place,Source,fôo,africa
"Tswana (Atlantic-Congo, Bantu)",D2,place,Source,fông,africa
"Tswana (Atlantic-Congo, Bantu)",D2,place,Source,fao,africa
"Tswana (Atlantic-Congo, Bantu)",D2,place,Goal,fôo,africa
"Tswana (Atlantic-Congo, Bantu)",D2,place,Goal,fông,africa
"Tswana (Atlantic-Congo, Bantu)",D2,place,Goal,fao,africa
"Tswana (Atlantic-Congo, Bantu)",D3,place,Place,falê,africa
"Tswana (Atlantic-Congo, Bantu)",D3,place,Source,falê,africa
"Tswana (Atlantic-Congo, Bantu)",D3,place,Goal,falê,africa
"Tswana (Atlantic-Congo, Bantu)",D4,place,Place,kwa,africa
"Tswana (Atlantic-Congo, Bantu)",D4,place,Source,kwa,africa
"Tswana (Atlantic-Congo, Bantu)",D4,place,Goal,kwa,africa
"Tswana (Atlantic-Congo, Bantu)",D5,place,Place,kôo,africa
"Tswana (Atlantic-Congo, Bantu)",D5,place,Place,kông,africa
"Tswana (Atlantic-Congo, Bantu)",D5,place,Source,kôo,africa
"Tswana (Atlantic-Congo, Bantu)",D5,place,Source,kông,africa
"Tswana (Atlantic-Congo, Bantu)",D5,place,Goal,kôo,africa
"Tswana (Atlantic-Congo, Bantu)",D5,place,Goal,kông,africa
"Tswana (Atlantic-Congo, Bantu)",D6,place,Place,kwalê,africa
"Tswana (Atlantic-Congo, Bantu)",D6,place,Source,kwalê,africa
"Tswana (Atlantic-Congo, Bantu)",D6,place,Goal,kwalê,africa
"Afar (Afro-Asiatic, Cushitic) ",SI,SI,Place,‘anke,africa
"Afar (Afro-Asiatic, Cushitic) ",SI,SI,Place,‘ankel,africa
"Afar (Afro-Asiatic, Cushitic) ",SI,SI,Place,‘an’nikke,africa
"Afar (Afro-Asiatic, Cushitic) ",SI,SI,Source,‘ankek,africa
"Afar (Afro-Asiatic, Cushitic) ",SI,SI,Source,‘an’nikkek,africa
"Afar (Afro-Asiatic, Cushitic) ",SI,SI,Goal,‘anke,africa
"Afar (Afro-Asiatic, Cushitic) ",SI,SI,Goal,‘ankel,africa
"Afar (Afro-Asiatic, Cushitic) ",SI,SI,Goal,‘an’nikke,africa
"Afar (Afro-Asiatic, Cushitic) ",D1,place,Place,‘akkel,africa
"Afar (Afro-Asiatic, Cushitic) ",D1,place,Source,‘akkek,africa
"Afar (Afro-Asiatic, Cushitic) ",D1,place,Goal,‘akkel,africa
"Afar (Afro-Asiatic, Cushitic) ",D2,place,Place,‘wokkel,africa
"Afar (Afro-Asiatic, Cushitic) ",D2,place,Source,‘wokkek,africa
"Afar (Afro-Asiatic, Cushitic) ",D2,place,Goal,‘wokkel,africa
Koyra Chiini (Songhay),SI,SI,Place,man,africa
Koyra Chiini (Songhay),SI,SI,Source,man,africa
Koyra Chiini (Songhay),SI,SI,Goal,man,africa
Koyra Chiini (Songhay),D1,place,Place,nee,africa
Koyra Chiini (Songhay),D1,place,Source,nee,africa
Koyra Chiini (Songhay),D1,place,Goal,nee,africa
Koyra Chiini (Songhay),D2,place,Place,doodi,africa
Koyra Chiini (Songhay),D2,place,Place,dooti,africa
Koyra Chiini (Songhay),D2,place,Source,doodi,africa
Koyra Chiini (Songhay),D2,place,Source,dooti,africa
Koyra Chiini (Songhay),D2,place,Goal,doodi,africa
Koyra Chiini (Songhay),D2,place,Goal,dooti,africa
Koyra Chiini (Songhay),D3,place,Place,hentu,africa
Koyra Chiini (Songhay),D3,place,Source,hentu,africa
Koyra Chiini (Songhay),D3,place,Goal,hentu,africa
"Kaba (Central Sudanic, Saraic)",SI,SI,Place,ddá,africa
"Kaba (Central Sudanic, Saraic)",SI,SI,Source,ddá,africa
"Kaba (Central Sudanic, Saraic)",SI,SI,Goal,ddá,africa
"Kaba (Central Sudanic, Saraic)",D1,place,Place,nènn,africa
"Kaba (Central Sudanic, Saraic)",D1,place,Source,nènn,africa
"Kaba (Central Sudanic, Saraic)",D1,place,Goal,nènn,africa
"Kaba (Central Sudanic, Saraic)",D2,place,Place,tònn,africa
"Kaba (Central Sudanic, Saraic)",D2,place,Source,tònn,africa
"Kaba (Central Sudanic, Saraic)",D2,place,Goal,tònn,africa
"Kaba (Central Sudanic, Saraic)",D3,place,Place,yónn,africa
"Kaba (Central Sudanic, Saraic)",D3,place,Source,yónn,africa
"Kaba (Central Sudanic, Saraic)",D3,place,Goal,yónn,africa
"Kaba (Central Sudanic, Saraic)",D4,place,Place,núnn,africa
"Kaba (Central Sudanic, Saraic)",D4,place,Source,núnn,africa
"Kaba (Central Sudanic, Saraic)",D4,place,Goal,núnn,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",SI,SI,Place,a,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",SI,SI,Place,andji,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",SI,SI,Place,a pê,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",SI,SI,Place,andji a pê,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",SI,SI,Source,andji,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",SI,SI,Goal,andji,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D1,place,Place,ai,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D1,place,Place,nge,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D1,place,Place,ngee,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D1,place,Place,inge,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D1,place,Place,ingee,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D1,place,Source,nge,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D1,place,Goal,nge,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D2,place,Place,nha,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D2,place,Source,nha,africa
"Angolar (Indo-European, Lower Guinea Portuguese)",D2,place,Goal,nha,africa
"Gonja (Atlantic-Congo, Guang)",SI,SI,Place,ńnɛ́,africa
"Gonja (Atlantic-Congo, Guang)",SI,SI,Source,ńnɛ́,africa
"Gonja (Atlantic-Congo, Guang)",SI,SI,Goal,ńnɛ́,africa
"Gonja (Atlantic-Congo, Guang)",D1,place,Place,m̀fé,africa
"Gonja (Atlantic-Congo, Guang)",D1,place,Source,m̀fé,africa
"Gonja (Atlantic-Congo, Guang)",D1,place,Goal,m̀fé,africa
"Gonja (Atlantic-Congo, Guang)",D2,place,Place,ǹdúng,africa
"Gonja (Atlantic-Congo, Guang)",D2,place,Source,ǹdúng,africa
"Gonja (Atlantic-Congo, Guang)",D2,place,Goal,ǹdúng,africa
Bangime (Bangime),SI,SI,Place,kótè,africa
Bangime (Bangime),SI,SI,Source,kótè,africa
Bangime (Bangime),SI,SI,Goal,kótè,africa
Bangime (Bangime),D1,place,Place,ímà,africa
Bangime (Bangime),D1,place,Source,ímà,africa
Bangime (Bangime),D1,place,Goal,ímà,africa
Bangime (Bangime),D2,place,Place,ŋwì,africa
Bangime (Bangime),D2,place,Source,ŋwì,africa
Bangime (Bangime),D2,place,Goal,ŋwì,africa
Bangime (Bangime),D3,place,Place,kèbè,africa
Bangime (Bangime),D3,place,Source,kèbè,africa
Bangime (Bangime),D3,place,Goal,kèbè,africa
Koyraboro Senni (Songhay),SI,SI,Place,man,africa
Koyraboro Senni (Songhay),SI,SI,Place,man la,africa
Koyraboro Senni (Songhay),SI,SI,Source,man,africa
Koyraboro Senni (Songhay),SI,SI,Source,man la,africa
Koyraboro Senni (Songhay),SI,SI,Goal,man,africa
Koyraboro Senni (Songhay),SI,SI,Goal,man la,africa
Koyraboro Senni (Songhay),D1,place,Place,nee,africa
Koyraboro Senni (Songhay),D1,place,Place,nee ra,africa
Koyraboro Senni (Songhay),D1,place,Source,nee,africa
Koyraboro Senni (Songhay),D1,place,Source,nee ra,africa
Koyraboro Senni (Songhay),D1,place,Goal,nee,africa
Koyraboro Senni (Songhay),D1,place,Goal,nee ra,africa
Koyraboro Senni (Songhay),D2,place,Place,noŋgoo woo,africa
Koyraboro Senni (Songhay),D2,place,Place,noŋguroo woo,africa
Koyraboro Senni (Songhay),D2,place,Place,noŋgoo woo ra,africa
Koyraboro Senni (Songhay),D2,place,Place,noŋguroo woo ra,africa
Koyraboro Senni (Songhay),D2,place,Source,noŋgoo woo,africa
Koyraboro Senni (Songhay),D2,place,Source,noŋguroo woo,africa
Koyraboro Senni (Songhay),D2,place,Source,noŋgoo woo ra,africa
Koyraboro Senni (Songhay),D2,place,Source,noŋguroo woo ra,africa
Koyraboro Senni (Songhay),D2,place,Goal,noŋgoo woo,africa
Koyraboro Senni (Songhay),D2,place,Goal,noŋguroo woo,africa
Koyraboro Senni (Songhay),D2,place,Goal,noŋgoo woo ra,africa
Koyraboro Senni (Songhay),D2,place,Goal,noŋguroo woo ra,africa
Koyraboro Senni (Songhay),D3,place,Place,noŋgoo din,africa
Koyraboro Senni (Songhay),D3,place,Place,noŋguroo din,africa
Koyraboro Senni (Songhay),D3,place,Place,noo din,africa
Koyraboro Senni (Songhay),D3,place,Place,noŋgoo din la,africa
Koyraboro Senni (Songhay),D3,place,Place,noŋguroo din la,africa
Koyraboro Senni (Songhay),D3,place,Place,noo din la,africa
Koyraboro Senni (Songhay),D3,place,Source,noŋgoo din,africa
Koyraboro Senni (Songhay),D3,place,Source,noŋguroo din,africa
Koyraboro Senni (Songhay),D3,place,Source,noo din,africa
Koyraboro Senni (Songhay),D3,place,Source,noŋgoo din la,africa
Koyraboro Senni (Songhay),D3,place,Source,noŋguroo din la,africa
Koyraboro Senni (Songhay),D3,place,Source,noo din la,africa
Koyraboro Senni (Songhay),D3,place,Goal,noŋgoo din,africa
Koyraboro Senni (Songhay),D3,place,Goal,noŋguroo din,africa
Koyraboro Senni (Songhay),D3,place,Goal,noo din,africa
Koyraboro Senni (Songhay),D3,place,Goal,noŋgoo din la,africa
Koyraboro Senni (Songhay),D3,place,Goal,noŋguroo din la,africa
Koyraboro Senni (Songhay),D3,place,Goal,noo din la,africa
Koyraboro Senni (Songhay),D4,place,Place,hendi,africa
Koyraboro Senni (Songhay),D4,place,Place,henti,africa
Koyraboro Senni (Songhay),D4,place,Place,hetti,africa
Koyraboro Senni (Songhay),D4,place,Source,hendi,africa
Koyraboro Senni (Songhay),D4,place,Source,henti,africa
Koyraboro Senni (Songhay),D4,place,Source,hetti,africa
Koyraboro Senni (Songhay),D4,place,Goal,hendi,africa
Koyraboro Senni (Songhay),D4,place,Goal,henti,africa
Koyraboro Senni (Songhay),D4,place,Goal,hetti,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",SI,SI,Place,toy,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",SI,SI,Place,haa toy,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",SI,SI,Source,toy,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",SI,SI,Source,haa toy,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",SI,SI,Source,diga toy,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",SI,SI,Goal,toy,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",SI,SI,Goal,haa toy,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Place,ɗo,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Place,ɗō,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Place,do’o,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Place,haa ɗo,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Source,diga ɗo,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Source,haa ɗo,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Goal,ɗo,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Goal,ɗō,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Goal,do’o,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1,place,Goal,haa ɗo,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1 B,place,Place,ɗon,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1 B,place,Place,haa ɗon,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1 B,place,Source,diga ɗon,africa
"Fulfulde, Adamawa (Atlantic-Congo, North Atlantic)",D1 B,place,Source,haa ɗon,africa
